"State","Characteristic","Level","Base Population_2010","Postcensal Population_2010","Postcensal Population_2011","Postcensal Population_2012","Postcensal Population_2013","Postcensal Population_2014","Postcensal Population_2015","Postcensal Population_2016","Postcensal Population_2017","Postcensal Population_2018","Postcensal Population_2019","Postcensal Population_2020"
"Wyoming","Age","1-4 Years",31933,31894,31747,31188,30898,30434,30350,30016,29331,28759,28011,27149
"Wyoming","Age","18-49 Years",237511,237342,236231,239776,240730,239061,239308,237824,234524,233666,233684,233902
"Wyoming","Age","5-17 Years",93629,93735,94235,95862,97435,98513,99720,99507,98184,97493,97510,97984
"Wyoming","Age","50-64 Years",115782,116298,118806,119859,120469,118954,117464,115407,112724,110344,108657,107312
"Wyoming","Age","65-74 Years",38769,39027,40123,43040,45436,47774,50225,52630,55019,57476,60160,62827
"Wyoming","Age","75+ Years",29953,30013,30603,31211,31834,32564,33373,34115,35258,36794,37996,39142
"Wyoming","Age","<1 Years",7670,7691,7295,7310,7401,7582,7667,7564,6941,6636,6274,6252
"US","Race/Ethnicity","American Indian or Alaska Native",2228309,2230423,2249921,2270249,2289225,2308294,2326222,2343144,2358730,2371329,2383465,2393921
"US","Race/Ethnicity","Asian or Pacific Islander",15152637,15255410,15729442,16210895,16705210,17231177,17783069,18324235,18825685,19214566,19566188,19861159
"US","Race/Ethnicity","Black or African American",34928569,35028668,35423258,35824331,36207771,36596264,36991018,37381644,37750773,38090826,38411709,38675817
"US","Race/Ethnicity","Hispanic or Latino",45144063,45365955,46316414,47224370,48126284,49048185,50026602,51035821,52009726,52938008,53732479,54502079
"US","Race/Ethnicity","White",178946223,179009345,179166986,179372059,179482233,179631459,179714104,179798173,179747963,179579777,179340208,178929031
"Alabama","Race/Ethnicity","American Indian or Alaska Native",26726,26654,26792,26859,26970,27189,27352,27386,27476,27605,27802,28090
"Alabama","Race/Ethnicity","Asian or Pacific Islander",53412,53896,55841,59308,61748,63728,65871,68356,70249,71333,72616,73452
"Alabama","Race/Ethnicity","Black or African American",1208619,1210630,1216118,1224240,1232446,1238394,1244845,1248860,1252533,1255860,1258314,1260402
"Alabama","Race/Ethnicity","Hispanic or Latino",165227,165719,168859,169243,171122,173294,176889,181982,186769,192762,197978,203014
"Alabama","Race/Ethnicity","White",2841057,2842324,2842782,2843358,2840796,2839334,2834204,2830660,2828068,2827416,2829760,2829804
"Alaska","Race/Ethnicity","American Indian or Alaska Native",16242,16278,16270,16421,16399,16342,16406,16583,16635,16668,16660,16618
"Alaska","Race/Ethnicity","Asian or Pacific Islander",5530,5620,5785,6066,6302,6393,6638,6970,7252,7148,7179,7184
"Alaska","Race/Ethnicity","Black or African American",5497,5584,5781,6196,6306,6094,6369,6623,6691,6790,6598,6420
"Alaska","Race/Ethnicity","Hispanic or Latino",6764,6978,7346,8178,8747,8957,9195,9593,9734,9762,9609,9339
"Alaska","Race/Ethnicity","White",87697,88075,87483,88265,88227,86304,85862,85673,84373,83109,81777,80649
"Arizona","Race/Ethnicity","American Indian or Alaska Native",267234,267684,271012,274673,278093,281493,283696,286503,288919,291672,294232,296315
"Arizona","Race/Ethnicity","Asian or Pacific Islander",198135,199912,209396,218871,229362,240679,250015,261925,270408,277257,287224,296699
"Arizona","Race/Ethnicity","Black or African American",268713,270244,277792,287257,296014,306014,317726,330903,342436,355521,369304,383013
"Arizona","Race/Ethnicity","Hispanic or Latino",1890365,1898555,1930944,1969217,2007804,2052900,2102199,2151591,2201666,2253013,2307153,2360897
"Arizona","Race/Ethnicity","White",3747356,3750448,3763666,3785802,3802891,3831266,3858698,3893175,3923922,3965735,4012673,4062997
"Arkansas","Race/Ethnicity","American Indian or Alaska Native",18493,18469,18789,19209,19337,19546,19787,20120,20417,20740,20916,21148
"Arkansas","Race/Ethnicity","Asian or Pacific Islander",33213,33641,35799,38332,39407,40702,42198,44390,46028,46791,48034,50199
"Arkansas","Race/Ethnicity","Black or African American",397405,398479,402053,404431,407406,409923,412928,416012,418448,420588,422771,424283
"Arkansas","Race/Ethnicity","Hispanic or Latino",140568,141539,145974,149763,152896,156048,159832,164106,169178,173047,177895,183326
"Arkansas","Race/Ethnicity","White",1862749,1864513,1868957,1868884,1866448,1863907,1861682,1861406,1861198,1860511,1858917,1857265
"California","Race/Ethnicity","American Indian or Alaska Native",205778,205843,206122,206944,207050,207287,207498,207162,207068,206267,204520,202408
"California","Race/Ethnicity","Asian or Pacific Islander",5173386,5198878,5321177,5442690,5581486,5730399,5892640,6034194,6168860,6272942,6352473,6413266
"California","Race/Ethnicity","Black or African American",2360513,2361976,2373853,2384747,2392781,2407169,2418175,2425386,2434307,2440656,2443199,2443910
"California","Race/Ethnicity","Hispanic or Latino",13962943,14009685,14214385,14396359,14575088,14756700,14931564,15094255,15232474,15341392,15425031,15504554
"California","Race/Ethnicity","White",15406224,15396977,15374001,15366425,15349121,15335988,15304451,15236501,15140850,15020012,14853918,14642565
"Colorado","Race/Ethnicity","American Indian or Alaska Native",34959,34964,35539,35965,36633,37216,38110,38813,39406,40122,40505,40921
"Colorado","Race/Ethnicity","Asian or Pacific Islander",145987,147554,153236,159435,165620,172152,180818,187959,194355,201657,205993,210684
"Colorado","Race/Ethnicity","Black or African American",208929,210289,214783,220400,226606,233260,240068,246045,250726,256959,261231,265500
"Colorado","Race/Ethnicity","Hispanic or Latino",990835,996302,1020052,1037545,1056601,1077775,1102663,1125681,1148052,1172823,1192100,1209759
"Colorado","Race/Ethnicity","White",3215932,3224485,3257673,3292605,3331291,3368321,3415354,3459337,3491238,3523993,3549665,3567433
"Connecticut","Race/Ethnicity","American Indian or Alaska Native",8967,9020,9176,9375,9525,9647,9718,9690,9694,9733,9765,9756
"Connecticut","Race/Ethnicity","Asian or Pacific Islander",143821,145128,150206,155757,158314,164367,169159,172442,175491,178693,181106,182848
"Connecticut","Race/Ethnicity","Black or African American",357990,358996,362684,366671,370946,374027,377327,380289,383833,387641,392360,396872
"Connecticut","Race/Ethnicity","Hispanic or Latino",479094,482401,496817,510995,523790,536001,546931,558687,573050,590328,601081,612929
"Connecticut","Race/Ethnicity","White",2584279,2583628,2569749,2552413,2533217,2511655,2485426,2458722,2433256,2408166,2381710,2354601
"Delaware","Race/Ethnicity","American Indian or Alaska Native",3280,3296,3311,3312,3375,3391,3366,3412,3448,3497,3481,3483
"Delaware","Race/Ethnicity","Asian or Pacific Islander",30594,30776,32129,33258,35224,36647,38405,39406,40192,41403,42766,43348
"Delaware","Race/Ethnicity","Black or African American",195015,195768,198832,201465,204361,207634,211146,214552,217773,221455,225323,229283
"Delaware","Race/Ethnicity","Hispanic or Latino",73221,73735,75971,77899,79520,81436,83478,85558,88549,91407,94154,97078
"Delaware","Race/Ethnicity","White",595837,596072,597347,599584,601582,604023,605670,607061,607980,609223,610944,613617
"District of Columbia","Race/Ethnicity","American Indian or Alaska Native",1729,1726,1719,1806,1862,1815,1807,1842,1849,1872,1901,1851
"District of Columbia","Race/Ethnicity","Asian or Pacific Islander",23251,23488,24415,25487,26704,27819,29369,30736,32026,32808,33579,34413
"District of Columbia","Race/Ethnicity","Black or African American",308128,308713,311442,314919,319725,322346,324521,325644,325889,325534,323111,321426
"District of Columbia","Race/Ethnicity","Hispanic or Latino",54768,55828,59676,62949,66578,69320,72338,74409,76328,78217,79838,81115
"District of Columbia","Race/Ethnicity","White",213891,215527,223038,230576,236690,242303,248979,254945,260987,265716,269824,274011
"Florida","Race/Ethnicity","American Indian or Alaska Native",50342,50408,51270,52201,52455,53388,54301,55101,55841,56287,56775,57305
"Florida","Race/Ethnicity","Asian or Pacific Islander",478734,481828,497337,513545,529871,547791,567441,590466,611296,626292,641386,655213
"Florida","Race/Ethnicity","Black or African American",2852562,2864267,2923705,2980748,3031118,3085300,3141343,3200260,3252975,3295579,3332715,3365052
"Florida","Race/Ethnicity","Hispanic or Latino",4082270,4107383,4219860,4339030,4473117,4612942,4775400,4959522,5136274,5291581,5408800,5529530
"Florida","Race/Ethnicity","White",10203696,10203916,10216850,10258052,10294050,10363491,10463983,10579128,10653562,10694409,10739081,10792954
"Georgia","Race/Ethnicity","American Indian or Alaska Native",18748,18860,18986,19330,19499,19673,19952,20199,20242,20438,20777,21011
"Georgia","Race/Ethnicity","Asian or Pacific Islander",303382,306285,317177,331723,345494,356713,369896,386200,398748,409343,420896,430253
"Georgia","Race/Ethnicity","Black or African American",2412030,2422460,2468904,2512987,2549121,2594261,2643583,2692728,2739474,2781150,2824315,2858960
"Georgia","Race/Ethnicity","Hispanic or Latino",700542,702322,711989,722370,730734,742302,761263,784309,804704,825887,845865,865663
"Georgia","Race/Ethnicity","White",4020299,4025192,4041288,4068434,4073690,4082470,4097009,4109593,4114733,4119175,4125940,4122953
"Hawaii","Race/Ethnicity","American Indian or Alaska Native",3385,3496,3520,3539,3501,3558,3575,3524,3451,3462,3429,3429
"Hawaii","Race/Ethnicity","Asian or Pacific Islander",846683,847768,854804,860925,864405,865219,867194,869839,868598,867054,862787,858060
"Hawaii","Race/Ethnicity","Black or African American",29066,29650,31459,33020,34029,34940,36087,37050,37341,37650,37655,37370
"Hawaii","Race/Ethnicity","Hispanic or Latino",120842,122155,127797,133264,138641,142768,146485,149961,151644,153250,154045,153943
"Hawaii","Race/Ethnicity","White",360328,360935,361982,364451,368246,368850,369658,368511,364729,361686,357699,354204
"Idaho","Race/Ethnicity","American Indian or Alaska Native",17707,17731,17849,17847,18025,18161,18418,18780,19022,19343,19683,20142
"Idaho","Race/Ethnicity","Asian or Pacific Islander",23195,23219,24304,25058,25678,26675,28066,29873,31141,32001,33090,34339
"Idaho","Race/Ethnicity","Black or African American",12199,12353,12986,13205,13814,14454,15153,16063,16918,17649,18382,19392
"Idaho","Race/Ethnicity","Hispanic or Latino",173094,174183,178490,182818,188380,193198,198523,205580,212670,219233,226852,233888
"Idaho","Race/Ethnicity","White",1288950,1290784,1298083,1304497,1313456,1327072,1339472,1360608,1386478,1410278,1437347,1465179
"Illinois","Race/Ethnicity","American Indian or Alaska Native",20519,20629,20733,20880,21006,21076,21036,21107,21119,21097,21091,21046
"Illinois","Race/Ethnicity","Asian or Pacific Islander",472417,475637,492843,509592,527290,540984,554052,563971,576098,584154,589790,592564
"Illinois","Race/Ethnicity","Black or African American",1674759,1674984,1672811,1671737,1669577,1665345,1659305,1649682,1638161,1628260,1620448,1612738
"Illinois","Race/Ethnicity","Hispanic or Latino",1752701,1758125,1780033,1798721,1815544,1831553,1846442,1859505,1870785,1881360,1890191,1898698
"Illinois","Race/Ethnicity","White",6397405,6395221,6376915,6354541,6330603,6297676,6255106,6207851,6158932,6102813,6048508,5978724
"Indiana","Race/Ethnicity","American Indian or Alaska Native",16512,16475,16562,16671,16959,17027,17115,17225,17388,17656,17834,18059
"Indiana","Race/Ethnicity","Asian or Pacific Islander",109645,111520,118615,126417,133672,140846,147462,156368,162741,172319,179439,185180
"Indiana","Race/Ethnicity","Black or African American",613419,615233,622523,629117,637210,644205,650708,659486,668440,680351,690545,699239
"Indiana","Race/Ethnicity","Hispanic or Latino",382680,384376,392601,400950,411258,420315,428636,440073,451977,466013,479780,492058
"Indiana","Race/Ethnicity","White",5021801,5022822,5026320,5025662,5030247,5032521,5025812,5023090,5018779,5018081,5017266,5013810
"Iowa","Race/Ethnicity","American Indian or Alaska Native",8031,8034,8117,8082,8285,8351,8483,8554,8683,8839,8907,8963
"Iowa","Race/Ethnicity","Asian or Pacific Islander",56784,57376,62143,66017,71031,75933,79156,82512,85881,87546,90477,92220
"Iowa","Race/Ethnicity","Black or African American",99046,99932,102825,105520,110513,115839,120594,125329,131181,135742,140462,143334
"Iowa","Race/Ethnicity","Hispanic or Latino",139557,141193,146117,150363,155705,160252,165101,170228,175122,180033,185417,190659
"Iowa","Race/Ethnicity","White",2551767,2552806,2556956,2557724,2559775,2562669,2561934,2560423,2557728,2553390,2550642,2545678
"Kansas","Race/Ethnicity","American Indian or Alaska Native",21151,21111,21116,21169,21290,21253,21185,21141,21130,21082,21171,21386
"Kansas","Race/Ethnicity","Asian or Pacific Islander",48165,48708,51016,53012,55129,57106,60423,62701,63158,64679,65098,65613
"Kansas","Race/Ethnicity","Black or African American",90899,91766,93789,96137,97499,98911,100263,100922,100963,101737,102297,103283
"Kansas","Race/Ethnicity","Hispanic or Latino",188140,189759,194495,199551,203238,207618,211523,214180,217088,220132,222608,225346
"Kansas","Race/Ethnicity","White",1745073,1746325,1746816,1750139,1747540,1743846,1741443,1735432,1730231,1726109,1720311,1715181
"Kentucky","Race/Ethnicity","American Indian or Alaska Native",7623,7617,7573,7563,7697,7740,7688,7797,7717,7807,7831,7899
"Kentucky","Race/Ethnicity","Asian or Pacific Islander",46487,47024,49058,51384,54395,56094,59063,61557,63582,64138,65744,67245
"Kentucky","Race/Ethnicity","Black or African American",308415,310187,315003,319061,323989,326711,329448,333114,337654,340651,344529,347914
"Kentucky","Race/Ethnicity","Hispanic or Latino",107037,108048,111360,115203,119267,121345,123886,127613,132826,137801,141109,144350
"Kentucky","Race/Ethnicity","White",2987292,2991153,2998572,3000392,3001738,3001345,2998888,2995194,2994012,2989069,2983100,2975532
"Louisiana","Race/Ethnicity","American Indian or Alaska Native",29070,29122,29373,29624,29829,30155,30410,30546,30745,30764,30844,31029
"Louisiana","Race/Ethnicity","Asian or Pacific Islander",74420,74930,77828,79460,81321,82427,84802,86757,87442,88242,89487,90447
"Louisiana","Race/Ethnicity","Black or African American",1424368,1429331,1443150,1454529,1466225,1474916,1482973,1489623,1492047,1492897,1493844,1492276
"Louisiana","Race/Ethnicity","Hispanic or Latino",186240,187554,195039,200204,207986,214115,220845,226613,230039,234095,239944,244674
"Louisiana","Race/Ethnicity","White",2658030,2662009,2669650,2675659,2679944,2683597,2688723,2688387,2675400,2662119,2649083,2633316
"Maine","Race/Ethnicity","American Indian or Alaska Native",9877,9832,9895,9931,9984,10017,10065,10131,10222,10269,10401,10480
"Maine","Race/Ethnicity","Asian or Pacific Islander",14911,15000,15539,15776,16258,16946,17082,17832,18171,18559,19148,19611
"Maine","Race/Ethnicity","Black or African American",18616,18859,19689,20262,20888,22015,22457,23483,24225,25159,26465,27177
"Maine","Race/Ethnicity","Hispanic or Latino",16937,17005,17725,18244,19160,20168,20640,21325,22132,22888,24098,25266
"Maine","Race/Ethnicity","White",1268013,1266955,1265625,1263881,1262253,1262071,1258854,1259577,1260993,1263248,1265658,1267607
"Maryland","Race/Ethnicity","American Indian or Alaska Native",14673,14721,14837,14955,15017,15107,15303,15485,15546,15635,15717,15762
"Maryland","Race/Ethnicity","Asian or Pacific Islander",324955,328150,339559,350819,361180,371367,381828,390135,399091,404853,410731,415407
"Maryland","Race/Ethnicity","Black or African American",1311403,1316998,1336876,1354091,1371668,1389187,1408095,1425855,1444709,1461777,1479871,1492852
"Maryland","Race/Ethnicity","Hispanic or Latino",439579,443882,459972,475901,491268,510243,527139,543952,561845,579797,596141,611396
"Maryland","Race/Ethnicity","White",2914984,2916364,2919697,2920484,2914418,2901199,2884172,2865330,2845895,2826151,2806827,2783108
"Massachusetts","Race/Ethnicity","American Indian or Alaska Native",14751,14760,14841,15079,15212,15274,15373,15461,15549,15707,15674,15715
"Massachusetts","Race/Ethnicity","Asian or Pacific Islander",370620,374935,390433,407573,424133,441814,457097,474151,492038,503841,516897,526940
"Massachusetts","Race/Ethnicity","Black or African American",444150,446847,457254,468905,481108,492904,503492,514643,526016,535304,543751,548755
"Massachusetts","Race/Ethnicity","Hispanic or Latino",627660,633935,658108,683412,708254,733887,758599,781399,807861,833650,850345,867425
"Massachusetts","Race/Ethnicity","White",5090607,5095963,5093582,5089300,5086451,5080985,5062923,5041626,5022096,4997218,4968216,4934739
"Michigan","Race/Ethnicity","American Indian or Alaska Native",66215,66181,66437,66762,66937,67118,67309,67564,67813,67890,68357,68575
"Michigan","Race/Ethnicity","Asian or Pacific Islander",256025,257632,268673,280453,293289,305931,317117,330997,343125,351168,354526,356441
"Michigan","Race/Ethnicity","Black or African American",1405182,1404310,1405939,1407344,1406523,1407278,1407079,1408299,1410400,1412321,1413928,1412279
"Michigan","Race/Ethnicity","Hispanic or Latino",412906,414373,423218,434590,443966,453128,461710,473256,484051,495017,506275,514799
"Michigan","Race/Ethnicity","White",7228203,7220036,7205613,7197654,7195432,7191931,7177542,7171300,7168647,7158219,7139145,7112845
"Minnesota","Race/Ethnicity","American Indian or Alaska Native",61350,61262,61926,62416,63141,63506,63896,64216,64565,65018,65195,65578
"Minnesota","Race/Ethnicity","Asian or Pacific Islander",222581,224522,234179,243184,251795,261514,270661,280516,288948,296681,303359,308464
"Minnesota","Race/Ethnicity","Black or African American",291020,293395,303241,312291,322948,335522,348237,364149,379673,394623,408599,418876
"Minnesota","Race/Ethnicity","Hispanic or Latino",239360,240641,245820,251273,258308,264437,271246,278189,286479,294517,300812,306115
"Minnesota","Race/Ethnicity","White",4120467,4121556,4130633,4137150,4146128,4152539,4151929,4158170,4166226,4170593,4171993,4166131
"Mississippi","Race/Ethnicity","American Indian or Alaska Native",13929,13850,13989,14190,14246,14383,14439,14444,14582,14584,14768,14850
"Mississippi","Race/Ethnicity","Asian or Pacific Islander",28031,28332,29468,29886,31103,31975,32868,33056,33577,34227,34798,35075
"Mississippi","Race/Ethnicity","Black or African American",1049594,1051492,1058014,1062424,1067801,1071369,1073804,1077109,1078805,1077856,1077413,1074733
"Mississippi","Race/Ethnicity","Hispanic or Latino",77224,77736,79425,79736,81618,83963,85994,87903,90624,92819,94326,94799
"Mississippi","Race/Ethnicity","White",1644483,1644740,1644787,1644485,1640947,1636090,1629760,1624942,1620330,1610948,1605612,1596726
"Missouri","Race/Ethnicity","American Indian or Alaska Native",25342,25346,25516,25684,25838,26180,26525,26759,27023,27269,27628,27869
"Missouri","Race/Ethnicity","Asian or Pacific Islander",99027,100029,104356,107534,110705,114777,119185,122393,127156,130704,135058,138731
"Missouri","Race/Ethnicity","Black or African American",539395,540996,545227,550024,555879,560863,567514,573750,581232,587677,592961,597106
"Missouri","Race/Ethnicity","Hispanic or Latino",185682,186881,191104,195709,200645,205900,211603,217435,223555,229841,235878,241322
"Missouri","Race/Ethnicity","White",4193695,4195993,4197554,4199561,4202874,4205172,4205066,4208108,4212513,4214280,4213634,4214490
"Montana","Race/Ethnicity","American Indian or Alaska Native",64760,64841,65538,66259,67140,67797,68231,68842,69582,69777,69932,70435
"Montana","Race/Ethnicity","Asian or Pacific Islander",7648,7781,8238,8458,9312,9712,10021,10590,11005,11301,11980,12443
"Montana","Race/Ethnicity","Black or African American",6160,6294,7057,7634,7762,7946,8188,8535,8913,9044,9379,9731
"Montana","Race/Ethnicity","Hispanic or Latino",28335,28637,30067,31799,33496,35140,36816,38292,40536,41985,43133,44582
"Montana","Race/Ethnicity","White",870606,871282,874754,878194,884486,890068,896188,903613,911396,917110,922991,930526
"Nebraska","Race/Ethnicity","American Indian or Alaska Native",11777,11745,11920,11987,12038,12273,12435,12554,12707,12822,12953,13123
"Nebraska","Race/Ethnicity","Asian or Pacific Islander",34738,35163,36536,38676,40405,43608,46305,49763,51871,53708,54776,55642
"Nebraska","Race/Ethnicity","Black or African American",90118,90474,91964,93241,94956,97332,99148,101571,103034,104879,106351,107908
"Nebraska","Race/Ethnicity","Hispanic or Latino",158631,160311,165362,170736,176645,181688,186867,193172,199948,205858,210915,215276
"Nebraska","Race/Ethnicity","White",1470409,1471161,1474852,1478999,1481889,1485511,1487843,1490150,1490505,1489242,1488619,1486682
"Nevada","Race/Ethnicity","American Indian or Alaska Native",25881,25891,25882,26236,26388,26810,27118,27497,27969,28528,28870,29161
"Nevada","Race/Ethnicity","Asian or Pacific Islander",223158,224509,229190,235615,244164,252628,261828,271226,281026,289687,300942,311381
"Nevada","Race/Ethnicity","Black or African American",228597,229318,232957,241865,247539,256374,267427,280267,293655,306219,317703,327272
"Nevada","Race/Ethnicity","Hispanic or Latino",704775,706647,717713,732595,749714,768134,791662,814344,837326,861975,887751,910712
"Nevada","Race/Ethnicity","White",1463003,1461135,1452685,1454029,1455405,1460877,1466344,1471898,1477437,1489029,1499611,1503699
"New Hampshire","Race/Ethnicity","American Indian or Alaska Native",3594,3588,3611,3617,3664,3675,3680,3708,3745,3773,3780,3880
"New Hampshire","Race/Ethnicity","Asian or Pacific Islander",30727,30964,32875,34713,36305,37957,39729,41115,41900,42513,43444,44067
"New Hampshire","Race/Ethnicity","Black or African American",16962,17191,17932,18756,19138,19692,20440,21501,22393,23388,24437,25004
"New Hampshire","Race/Ethnicity","Hispanic or Latino",36706,36926,38642,40404,41898,43589,45608,47952,50529,52852,55137,57467
"New Hampshire","Race/Ethnicity","White",1228468,1228138,1227384,1227187,1226267,1229344,1228023,1229418,1231828,1232538,1233985,1235857
"New Jersey","Race/Ethnicity","American Indian or Alaska Native",16658,16673,16838,17068,17172,17246,17382,17354,17467,17559,17693,17681
"New Jersey","Race/Ethnicity","Asian or Pacific Islander",756339,760837,781661,799473,815447,830618,848783,866858,888476,900653,912249,920832
"New Jersey","Race/Ethnicity","Black or African American",1172372,1173405,1177408,1181254,1184982,1188471,1189964,1190673,1192496,1193548,1196384,1199960
"New Jersey","Race/Ethnicity","Hispanic or Latino",1555157,1564356,1602353,1633310,1663364,1693690,1722071,1751284,1785444,1817704,1846291,1874656
"New Jersey","Race/Ethnicity","White",5291433,5284180,5250292,5214566,5176856,5137252,5092112,5047415,5004264,4962266,4918641,4869242
"New Mexico","Race/Ethnicity","American Indian or Alaska Native",153920,154044,155404,156404,157611,158573,159640,159982,160405,159251,159778,160190
"New Mexico","Race/Ethnicity","Asian or Pacific Islander",27004,27243,28547,29510,30575,30886,31693,32161,32435,32899,33699,34557
"New Mexico","Race/Ethnicity","Black or African American",38594,38975,39420,39672,40171,40519,40954,41388,41723,42245,43340,44219
"New Mexico","Race/Ethnicity","Hispanic or Latino",894676,898703,912556,922503,932506,937706,944128,949679,953788,960805,966179,972115
"New Mexico","Race/Ethnicity","White",768214,767898,764704,758542,750230,740490,730176,723460,715962,707332,703529,700518
"New York","Race/Ethnicity","American Indian or Alaska Native",68746,68898,69358,69746,70209,70492,70747,70784,70824,70876,70643,70306
"New York","Race/Ethnicity","Asian or Pacific Islander",1500135,1508141,1550072,1590555,1626746,1666895,1705853,1741426,1767850,1785347,1800928,1808767
"New York","Race/Ethnicity","Black or African American",2910456,2915729,2933085,2944059,2954813,2959130,2959464,2953854,2944077,2932244,2919655,2904220
"New York","Race/Ethnicity","Hispanic or Latino",3407273,3420975,3482328,3536081,3582366,3618851,3652967,3680151,3696728,3716048,3721847,3725669
"New York","Race/Ethnicity","White",11161927,11156450,11135716,11104994,11064240,11010969,10942714,10865759,10790496,10716416,10627734,10506833
"North Carolina","Race/Ethnicity","American Indian or Alaska Native",109233,109222,110295,111154,112128,112751,113305,114117,114904,115598,116226,116767
"North Carolina","Race/Ethnicity","Asian or Pacific Islander",218235,221003,231445,243968,258622,271731,284133,299821,315072,326260,338506,350899
"North Carolina","Race/Ethnicity","Black or African American",1977485,1985009,2010761,2035243,2062189,2086513,2109253,2136144,2160846,2186320,2209478,2229900
"North Carolina","Race/Ethnicity","Hispanic or Latino",741249,745536,758697,774483,790442,807876,831488,858435,886099,917698,945484,971917
"North Carolina","Race/Ethnicity","White",5801692,5815810,5849268,5880279,5910805,5940946,5975949,6025366,6061592,6100621,6135222,6166989
"North Dakota","Race/Ethnicity","American Indian or Alaska Native",37380,37421,38012,38650,39386,40012,40651,40926,41022,41196,41603,41950
"North Dakota","Race/Ethnicity","Asian or Pacific Islander",7737,7901,8449,9126,10027,10600,11761,12509,13964,14244,14385,14258
"North Dakota","Race/Ethnicity","Black or African American",9569,9955,10998,12490,15023,17376,21392,24113,25543,27177,28116,28792
"North Dakota","Race/Ethnicity","Hispanic or Latino",13348,13696,15180,17380,20497,23058,26240,27460,28530,30132,31752,33078
"North Dakota","Race/Ethnicity","White",597747,598972,606077,617690,631356,640881,648773,644425,641121,640788,641390,640845
"Ohio","Race/Ethnicity","American Indian or Alaska Native",26704,26670,26837,26956,27253,27437,27606,27910,28106,28378,28610,28852
"Ohio","Race/Ethnicity","Asian or Pacific Islander",206635,208296,215541,224443,237079,249832,262824,276927,290337,300545,311322,318748
"Ohio","Race/Ethnicity","Black or African American",1449077,1451170,1459552,1468677,1483425,1497588,1511878,1525231,1539414,1553642,1566165,1573899
"Ohio","Race/Ethnicity","Hispanic or Latino",334294,336432,346675,357029,368921,380880,392736,405588,420477,435843,449215,461559
"Ohio","Race/Ethnicity","White",8899730,8896490,8875926,8853137,8842718,8831235,8809125,8787280,8770929,8747503,8726376,8696861
"Oklahoma","Race/Ethnicity","American Indian or Alaska Native",289664,290892,293879,296358,299210,301943,304736,307184,309379,311554,312887,313566
"Oklahoma","Race/Ethnicity","Asian or Pacific Islander",57269,57933,61205,64201,67379,70408,74086,75626,76564,78001,79544,80574
"Oklahoma","Race/Ethnicity","Black or African American",229039,230260,233502,236705,240670,243487,246866,248804,250202,251588,254060,257685
"Oklahoma","Race/Ethnicity","Hispanic or Latino",258549,259485,270285,280975,291251,300689,310603,320279,328432,336997,344650,352395
"Oklahoma","Race/Ethnicity","White",2150859,2153245,2156679,2160903,2165805,2166014,2166924,2162979,2154418,2148468,2148072,2148902
"Oregon","Race/Ethnicity","American Indian or Alaska Native",51282,51287,51628,51994,52092,52544,53025,53863,54364,54753,55227,55532
"Oregon","Race/Ethnicity","Asian or Pacific Islander",168653,170303,178926,185075,189770,198132,206068,219007,227122,232722,237444,241931
"Oregon","Race/Ethnicity","Black or African American",81757,82194,84206,86185,87944,91015,94016,97725,100632,103412,106018,108326
"Oregon","Race/Ethnicity","Hispanic or Latino",440869,443162,453405,461629,470859,482366,495108,511168,527802,541352,554342,566877
"Oregon","Race/Ethnicity","White",2970400,2972332,2984914,2995515,3003626,3020944,3048695,3087312,3110923,3122488,3132139,3136400
"Pennsylvania","Race/Ethnicity","American Indian or Alaska Native",19734,19786,20062,20235,20387,20520,20707,20897,21021,21160,21238,21468
"Pennsylvania","Race/Ethnicity","Asian or Pacific Islander",350023,353062,367513,380580,394367,408789,420370,433468,446643,458417,467623,476270
"Pennsylvania","Race/Ethnicity","Black or African American",1315787,1318047,1329938,1340572,1349896,1357156,1363094,1368785,1375095,1382323,1386844,1389821
"Pennsylvania","Race/Ethnicity","Hispanic or Latino",664820,670905,698926,726312,748897,775319,801301,829873,862183,899071,921639,945537
"Pennsylvania","Race/Ethnicity","White",9349708,9346039,9324686,9294174,9257002,9220729,9173946,9123457,9075746,9031177,8983057,8930460
"Rhode Island","Race/Ethnicity","American Indian or Alaska Native",5209,5214,5206,5211,5232,5245,5263,5258,5224,5256,5294,5229
"Rhode Island","Race/Ethnicity","Asian or Pacific Islander",32841,33361,34815,35852,36587,37570,38610,39460,39371,40193,40100,40103
"Rhode Island","Race/Ethnicity","Black or African American",64007,64221,65220,65599,66630,67698,68680,69811,70629,72165,73136,73927
"Rhode Island","Race/Ethnicity","Hispanic or Latino",130671,132083,136336,141060,145039,149361,154108,158803,163060,168910,172793,176471
"Rhode Island","Race/Ethnicity","White",820242,819115,812252,807171,802072,796637,790225,784484,778270,772814,766835,761395
"South Carolina","Race/Ethnicity","American Indian or Alaska Native",16839,16809,16963,17281,17475,17793,18136,18481,18715,18918,19256,19637
"South Carolina","Race/Ethnicity","Asian or Pacific Islander",65812,66428,69331,72717,75642,79572,83890,88429,92814,97250,102172,106531
"South Carolina","Race/Ethnicity","Black or African American",1271800,1274373,1282101,1292250,1302694,1313599,1326101,1337559,1346869,1356991,1366918,1375646
"South Carolina","Race/Ethnicity","Hispanic or Latino",233013,234034,237282,241441,246347,253710,262408,271021,282062,293961,306411,317163
